Unnamed: 0,id,scene,subject,script,intention
1265,RR7AR,Living room,2RTW,The person walks into the home office with a camera. They begin taking pictures of the glass windows and everything else in the room. They walk to the door and take pictures of the door including of the doorknob. The last thing they do is undress in front of the mirror and they take pictures of their reflection.,taking
1266,CJ58B,Bedroom,ZAWX,Person is watching television then opens bag of groceries and starts eating.,eating
1267,5IW8A,Home Office / Study (A room in a house used for work),DXDI,"A person is tidying the room, picking up a blanket from the floor. They stop to sit down on the floor, and begin drinking coffee.",drinking
1268,IGVLE,Entryway (A hall that is generally located at the entrance of a house),0KZ7,"A person is standing in an entryway of a home, drinking a cup of coffee. The person then starts undressing, takes out a cell phone, and snaps a selfie picture.",undressing
1269,M5XFI,Kitchen,9PLL,"A person sits in a chair, reading a book. The person begins laughing, and then sneezes.",laughing
1270,1G90H,Laundry room,DXDI,A person is lying down in their laundry room. They begin playing with a glass that they find in a box.,playing
1271,41GXC,Kitchen,6RE8,A person sits at the table drinking from a glass. Then the person stands and begins walking to the refrigerator to put the groceries away.,walking
1273,68QO4,Closet / Walk-in closet / Spear closet,IK1O,A person is cooking food and then begins dressing by the cabinet.,dressing
1274,78SO8,Kitchen,XXN8,A person turns the doorknob and opens the door to their pantry. They grab a bottle of juice and pour some into a glass and begin drinking. They place the rest of the juice into the refrigerator.,drinking
1275,3P8NL,Kitchen,XXN8,A person sits in a chair and takes a set of playing cards out of the box. The person begins playing solitaire.,playing
1276,ZYZWX,Entryway (A hall that is generally located at the entrance of a house),2RTW,"A person is throwing a pillow into the wardrobe. Then, taking the dishes off the table, the person begins tidying up the room.",tidying
1277,P76D1,Kitchen,4I2W,A person is sitting on a chair doing homework. They then start leaving and begin standing in front of the sink.,standing
1278,49QXY,Living room,OVS2,"A person smiles as they look in the mirror. The person begins undressing, grabs a towel, and leaves the room.",undressing
1279,QJH8I,Living room,XXN8,A person is seen sitting on a sofa running their fingers through their hair. They pick up a nearby glass and begin drinking from it.,drinking
1281,NDX21,Bedroom,L4ZP,A person awakens at a desk with a book on their chest. The person looks into a mirror then quickly begins working.,working
1282,PWC0F,Bedroom,ENC8,A person awakens while lying in bed.  The person then gets up and starts running to grab some medicine.,running
1283,1L376,Dining room,L4ZP,A person is dressing while watching television. Then the person walks to the table and begins pouring herself soda as the person begins eating a sandwich.,pouring
1284,ZS7X6,Garage,UTMU,Person gets picture out box then starts washing it with cloth and then starts snuggling with picture.,washing
1286,RQVJK,Recreation room / Man cave,ZAWX,"A person is sitting on a couch, they begin sneezing and then reach for a glass of water and medicine nearby and drink the water in the process of taking the medicine.",sneezing
1287,BHP7U,Kitchen,0KZ7,"A person is holding a coffee cup, then the person begins cooking food on the stove.",cooking
1288,TF9NQ,Entryway (A hall that is generally located at the entrance of a house),0KZ7,"A person is working with a broom, then the person starts pouring water on a towel.",pouring
1290,S2GDP,Home Office / Study (A room in a house used for work),KASL,A person is sitting down working on their laptop. Then the person picks up the phone and begins leaving the room.,leaving
1291,6TVXT,Living room,0KZ7,A person awakens in the living room begins tidying up around a phone on a desk.,tidying
1292,NXC5X,Bathroom,D0RU,A person walks through the doorway holding a towel.  The same person then starts eating an apple.,eating
1293,7CCM1,Hallway,D0RU,A person is taking a pillow and putting it on their desk. They begin lying their head down on the pillow.,lying
1294,3VYGU,Laundry room,DXDI,"A person picks up the laundry soap, opens the washer, and begins pouring the soap into the washer. The person picks up their coffee and begins drinking it while looking at the light on the ceiling.",pouring
1295,HPAYB,Basement (A room below the ground floor),UTMU,"In the basement, a person standing starts taking clothes out of a bag. They take them to the sink and begin washing them.",taking
1296,IQ4GU,Living room,9PLL,Person is putting cup of coffee next to food then starts smiling and drinking it.,smiling
1297,O9DOT,Stairs,DXDI,"A person playing with their laptop on the stairs, starts working on some homework.",working
1300,A2L8M,Other,9PLL,"A person is cleaning up the hallway with a broom. The person throws the broom through the doorway, pours some water on the floor, and begins mopping.",mopping
1301,UILMZ,Dining room,BYF9,Standing in the dining room snuggling with a pillow. The person begins playing with a blanket.,playing
1302,BLIW5,Laundry room,KFGP,A person is seen putting some clothes away. The person then gets some food and starts smiling as they eat it.,smiling
1303,JPVSV,Living room,LTAC,A person is seen sneezing in the doorway. After they finish they start laughing and then begin vacuuming the area.,vacuuming
1304,2Z8HO,Bedroom,YMXV,A person is seen laughing while holding a pair of shoes. They lay the shoes down on a desk and begin looking at a picture.,looking
1305,5DEHA,Bathroom,0KZ7,"One person throws a picture at the bathroom door, awakening another person who starts sneezing.",sneezing
1307,L9ANI,Kitchen,4OHY,"A person walks into a kitchen holding a grocery bag. The person begins tidying the kitchen, before leaving.",tidying
1308,2S6V7,Laundry room,ZEM0,"A person stands in the doorway of the laundry room, watching their clothes dry. The person begins laughing, then takes their laptop from the shelf and opens it.",laughing
1309,F8JAV,Hallway,DXDI,A person in the hallway is sitting on the floor holding a blanket begins sneezing while reading their medicine.,sneezing
1310,HJOJ0,Living room,2RTW,A person runs over to the sofa and grabs a pillow. The person turns on the television and begins watching.,watching
1311,HY45L,Stairs,9PLL,A person by the stairs is watching themselves through a mirror. They begin sneezing when they hear their phone ringing.,sneezing
1312,KXIMH,Living room,2RTW,"A person in a recreational room is opening a box, afterwards he starts putting the contents onto a chair.",putting
1313,LEOL6,Bathroom,WG9D,A person in the bathroom grasping a medicine bottle and a glass of water. Puts the water down and begins tidying up the counter top.,tidying
1314,2M2O6,Kitchen,8718,"A person throws something into a cabinet in their pantry. The person begins playing with their phone, and then picks up a glass of water, from which they take a drink.",playing
1315,R5MFX,Dining room,L4ZP,"A person takes off their shoes, and puts a dish on the table. Another person then starts laughing, throwing a hysterical fit of laughter.",laughing
1317,FQGQS,Bedroom,HJJ4,"One person opens a wardrobe and throws a pair of shoes inside, then starts sneezing.",sneezing
1318,897OI,Laundry room,T7C3,A person is laughing in the doorway to the laundry room. They begin pouring a glass of wine that they begin drinking immediately.,pouring
1319,FZ6AD,Bedroom,T7C3,A person in the bedroom is playing with a broom and starts throwing clothes.,throwing
1320,DHFA6,Living room,P6LJ,"Putting down a bag of groceries, a person sits on the sofa. The person begins snuggling up with a blanket, putting their feet up on a box.",snuggling
1321,EIKUN,Kitchen,ZAWX,"A person puts a box of groceries onto the table. The person opens the box and begins removing items, which the person sets on a nearby desk.",removing
1322,GRBUE,Dining room,ATJI,"A person begins undressing from their thick jacket, throwing it on the floor, then closes the door and turns off the light.",undressing
1324,V6IIE,Bedroom,YA10,"A person undresses in the bedroom doorway, smiling. Another person sits in a chair, and begins laughing at the first person.",laughing
1325,VXF18,Recreation room / Man cave,PO5L,A person is eating food from a table then starts drinking from a cup.,drinking
1326,XIUJE,Bedroom,XXN8,"One person starts undressing in front of a cabinet, throwing dirty clothes behind the door before putting a towel around their waist.",undressing
1327,L1O0N,Laundry room,WG9D,"A person in their laundry room begins undressing by removing their jacket. They start sneezing into a pillow, and then begin drinking a glass of coffee.",undressing
1328,7K2CS,Garage,HJZQ,Person enters the garage while sneezing. Person sets a box down and begins undressing. Person then picks up a sandwich from the box and starts eating.,eating
1329,01O27,Bathroom,18IT,"A person enters a bathroom and closes the door behind them.  They then snap their fingers like they forgot something, and begin grasping at the doorknob as if to open the door again.  But the door won't open.  The person turns and looks into the mirror for a few seconds, and then with a shrug of the shoulders the person lies down on the floor to get some rest.",grasping
